frame,time_s,face_detected,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
220,7.36,1,0.0,0.0237,0.0138,0.0116,0.1776,0.0781,0.0001,0.0,0.0,0.0335,0.0255,0.0649,0.0646,0.013,0.2043,0.1949,0.021,0.1322,0.1282,0.2064,0.1972,0.0189,0.0185,0.0005,0.0004,0.0392,0.0004,0.0048,0.0124,0.0118,0.0,0.0,0.0575,0.0005,0.0057,0.006,0.0153,0.0203,0.0595,0.0031,0.0011,0.0045,0.0003,0.0141,0.237,0.3963,0.001,0.0171,0.0021,0.0034,0.0,0.0
225,7.53,1,0.0,0.0242,0.0145,0.0199,0.1806,0.0898,0.0,0.0,0.0,0.0815,0.0401,0.206,0.1999,0.0116,0.2172,0.2259,0.023,0.0458,0.0388,0.3074,0.1316,0.0115,0.0128,0.0001,0.0003,0.0057,0.0002,0.0052,0.0117,0.0168,0.0,0.0,0.0246,0.0014,0.0003,0.0002,0.0194,0.03,0.3222,0.0068,0.0005,0.0018,0.0005,0.0038,0.0815,0.146,0.0005,0.0023,0.0001,0.0002,0.0,0.0
230,7.69,1,0.0,0.0188,0.0129,0.0382,0.2264,0.095,0.0003,0.0,0.0,0.0133,0.0147,0.2648,0.2498,0.0003,0.9103,0.897,0.0003,0.0257,0.0224,0.0564,0.075,0.0575,0.0389,0.0007,0.0016,0.166,0.0006,0.0055,0.0021,0.0051,0.0002,0.0002,0.0797,0.001,0.0445,0.0448,0.0206,0.03,0.0798,0.0009,0.0055,0.0036,0.0022,0.0478,0.5423,0.5425,0.0082,0.0052,0.1798,0.255,0.0,0.0
235,7.86,1,0.0,0.017,0.0135,0.0323,0.2429,0.0876,0.0005,0.0,0.0,0.0096,0.0123,0.2132,0.2026,0.0003,0.9019,0.8898,0.0003,0.035,0.0298,0.0626,0.0943,0.0734,0.0502,0.001,0.0019,0.2319,0.0008,0.0061,0.0046,0.0102,0.0003,0.0002,0.064,0.0005,0.0758,0.0828,0.0236,0.0375,0.0357,0.0012,0.0059,0.0071,0.0015,0.0333,0.5692,0.6433,0.0044,0.0069,0.1437,0.2212,0.0,0.0
240,8.03,1,0.0,0.014,0.0089,0.0689,0.2364,0.1094,0.0001,0.0,0.0,0.0121,0.0073,0.1508,0.1512,0.0003,0.8977,0.8888,0.0003,0.0457,0.0456,0.0579,0.0536,0.0508,0.055,0.0005,0.0006,0.0254,0.0004,0.0078,0.073,0.0214,0.0,0.0,0.0193,0.0025,0.0021,0.0035,0.0523,0.0526,0.0431,0.0014,0.0041,0.0121,0.0005,0.0049,0.0399,0.0561,0.0002,0.0033,0.0013,0.001,0.0,0.0
245,8.2,1,0.0,0.0143,0.0098,0.0823,0.2801,0.1119,0.0,0.0,0.0,0.009,0.0095,0.1832,0.1792,0.0003,0.9087,0.9035,0.0003,0.0377,0.0325,0.0395,0.039,0.0847,0.0449,0.0002,0.0004,0.0053,0.0002,0.0013,0.0452,0.0364,0.0,0.0,0.1107,0.0014,0.0011,0.0012,0.0226,0.0307,0.2082,0.0057,0.0019,0.0018,0.0031,0.0317,0.012,0.0208,0.0002,0.0013,0.0199,0.0218,0.0,0.0
250,8.36,1,0.0,0.0231,0.0183,0.0403,0.2229,0.0708,0.0001,0.0,0.0,0.0115,0.0138,0.22,0.1997,0.0002,0.9157,0.9062,0.0003,0.0325,0.0269,0.0727,0.0723,0.0654,0.0327,0.0006,0.0006,0.0214,0.0003,0.0033,0.0233,0.0419,0.0,0.0,0.1248,0.0006,0.0095,0.0087,0.0251,0.0388,0.105,0.0084,0.0034,0.0029,0.0028,0.0498,0.0422,0.0633,0.0004,0.0013,0.2083,0.2586,0.0,0.0
255,8.53,1,0.0,0.0168,0.0113,0.0419,0.2656,0.1072,0.0001,0.0,0.0,0.0086,0.0083,0.2303,0.2081,0.0003,0.9087,0.8922,0.0003,0.0288,0.0266,0.0364,0.0559,0.068,0.0584,0.0005,0.001,0.0211,0.0001,0.0026,0.0114,0.0134,0.0001,0.0001,0.0512,0.0006,0.0085,0.0099,0.0426,0.0413,0.0493,0.0041,0.0038,0.0019,0.0045,0.0738,0.0705,0.0834,0.0018,0.0044,0.1791,0.2581,0.0,0.0
260,8.7,1,0.0,0.0047,0.0022,0.0907,0.3645,0.19,0.0,0.0,0.0,0.7473,0.5389,0.794,0.8154,0.0449,0.108,0.103,0.0429,0.0025,0.0025,0.3395,0.3718,0.0004,0.0003,0.0003,0.0026,0.0622,0.0002,0.0086,0.0546,0.0261,0.0,0.0,0.2591,0.0037,0.0071,0.0082,0.0215,0.0193,0.2368,0.0013,0.0044,0.0115,0.0005,0.0083,0.0044,0.0053,0.0001,0.0006,0.0095,0.0098,0.0,0.0
265,8.87,1,0.0,0.0222,0.0101,0.0479,0.1465,0.0945,0.0,0.0,0.0,0.4628,0.148,0.4395,0.4613,0.0046,0.4073,0.419,0.0078,0.0135,0.0142,0.241,0.2728,0.0017,0.0041,0.0002,0.0002,0.014,0.0007,0.0032,0.0952,0.0122,0.0,0.0,0.3683,0.0013,0.0015,0.0028,0.0139,0.0056,0.537,0.0057,0.0018,0.0104,0.0003,0.0026,0.0014,0.0019,0.0,0.0006,0.0018,0.0016,0.0,0.0
270,9.03,1,0.0,0.0311,0.0193,0.0136,0.1258,0.0743,0.0001,0.0,0.0,0.1451,0.0592,0.2182,0.2068,0.003,0.4824,0.4122,0.0068,0.0375,0.0377,0.2357,0.1945,0.0057,0.0118,0.0009,0.0002,0.0917,0.0014,0.0034,0.0151,0.0087,0.0,0.0001,0.1532,0.0001,0.0292,0.0414,0.0272,0.0138,0.0603,0.0207,0.0017,0.0026,0.0004,0.0216,0.0927,0.1083,0.0031,0.0109,0.1478,0.1856,0.0,0.0
275,9.2,1,0.0,0.0127,0.0086,0.0156,0.2733,0.1226,0.0002,0.0,0.0,0.0733,0.0263,0.2293,0.2185,0.0052,0.3976,0.3675,0.0064,0.0319,0.0295,0.1618,0.0827,0.0113,0.0243,0.0006,0.0008,0.1035,0.0004,0.0062,0.0099,0.0134,0.0001,0.0001,0.0674,0.0003,0.0328,0.0311,0.0284,0.0348,0.0657,0.0048,0.0062,0.0038,0.0018,0.0347,0.3117,0.3859,0.002,0.0074,0.1814,0.2788,0.0,0.0
280,9.37,1,0.0,0.0091,0.0079,0.0204,0.3058,0.1226,0.0002,0.0,0.0,0.0601,0.0239,0.2121,0.2048,0.0043,0.4263,0.392,0.0061,0.0346,0.0318,0.1472,0.0725,0.0136,0.0272,0.0006,0.0005,0.1013,0.0007,0.0061,0.0043,0.0103,0.0001,0.0001,0.0665,0.0002,0.0342,0.0283,0.0282,0.0333,0.0759,0.0078,0.0047,0.0036,0.0018,0.0408,0.4128,0.4769,0.0044,0.0057,0.1789,0.3189,0.0,0.0
285,9.53,1,0.0,0.0108,0.012,0.0228,0.2652,0.0802,0.0,0.0,0.0,0.061,0.0282,0.2869,0.2883,0.0046,0.3851,0.3789,0.0075,0.024,0.0224,0.116,0.1109,0.0132,0.0233,0.0002,0.0007,0.0739,0.0007,0.0083,0.0333,0.0052,0.0,0.0,0.199,0.0004,0.0034,0.0064,0.0148,0.0033,0.2573,0.0104,0.006,0.0223,0.0003,0.004,0.0005,0.0005,0.0001,0.0005,0.002,0.0013,0.0,0.0
290,9.7,1,0.0,0.0181,0.0145,0.0241,0.2268,0.1188,0.0,0.0,0.0,0.0799,0.0249,0.3131,0.3104,0.0062,0.3313,0.34,0.0106,0.0235,0.0224,0.1355,0.0825,0.0142,0.0278,0.0001,0.0002,0.0035,0.0003,0.0032,0.0666,0.0072,0.0,0.0,0.0456,0.001,0.0001,0.0002,0.0259,0.0091,0.6263,0.0153,0.001,0.003,0.0008,0.0014,0.0015,0.0019,0.0,0.001,0.0001,0.0,0.0,0.0
295,9.87,1,0.0,0.0328,0.024,0.01,0.1388,0.0721,0.0002,0.0,0.0,0.063,0.0312,0.2705,0.2601,0.0049,0.4082,0.3562,0.0082,0.0298,0.0267,0.196,0.1632,0.0133,0.0246,0.0007,0.0016,0.1736,0.0003,0.0091,0.0029,0.0111,0.0,0.0,0.1553,0.0004,0.0252,0.0166,0.0193,0.04,0.1374,0.0036,0.0024,0.0018,0.0006,0.0296,0.4126,0.5246,0.0072,0.0166,0.03,0.0591,0.0,0.0
300,10.04,1,0.0,0.043,0.0254,0.0121,0.1126,0.0645,0.0001,0.0,0.0,0.0661,0.0183,0.2051,0.1879,0.0045,0.4116,0.3473,0.0082,0.0367,0.0393,0.1816,0.1455,0.0088,0.0333,0.0005,0.0012,0.0539,0.0001,0.0037,0.0049,0.0055,0.0002,0.0003,0.0255,0.0002,0.0153,0.0123,0.057,0.0358,0.0189,0.0042,0.0029,0.0022,0.0021,0.0713,0.2071,0.186,0.0163,0.0197,0.1104,0.1672,0.0,0.0
305,10.2,1,0.0,0.0455,0.0287,0.0101,0.1131,0.0648,0.0,0.0,0.0,0.1042,0.0447,0.0772,0.074,0.0056,0.3803,0.3602,0.0093,0.1141,0.1155,0.3235,0.2407,0.0069,0.0122,0.0003,0.0003,0.0114,0.0001,0.0043,0.0046,0.0103,0.0,0.0,0.0692,0.0006,0.0015,0.001,0.0159,0.0246,0.1629,0.0061,0.0004,0.001,0.0003,0.0107,0.0525,0.0935,0.0026,0.0089,0.001,0.0022,0.0,0.0
310,10.37,1,0.0,0.0221,0.0147,0.0157,0.168,0.0755,0.0001,0.0,0.0,0.0713,0.0417,0.0744,0.0728,0.0077,0.3226,0.2852,0.0122,0.1179,0.1199,0.312,0.2874,0.0088,0.0137,0.0004,0.001,0.1173,0.0003,0.012,0.0043,0.0031,0.0,0.0,0.1419,0.0017,0.0067,0.0056,0.0142,0.0101,0.1211,0.0009,0.001,0.0034,0.0004,0.0282,0.424,0.407,0.0061,0.0116,0.0242,0.041,0.0,0.0
315,10.54,1,0.0,0.0179,0.0102,0.0181,0.2121,0.0893,0.0,0.0,0.0,0.0569,0.0261,0.068,0.065,0.0085,0.2852,0.273,0.0138,0.1258,0.1278,0.2271,0.197,0.0109,0.018,0.0003,0.0004,0.0214,0.0002,0.0062,0.0177,0.0063,0.0,0.0,0.1232,0.0027,0.0019,0.0018,0.0214,0.0104,0.1736,0.0012,0.0006,0.002,0.0003,0.0125,0.0703,0.069,0.0019,0.0022,0.0027,0.0035,0.0,0.0
320,10.71,1,0.0,0.0085,0.0075,0.0174,0.3158,0.1044,0.0001,0.0,0.0,0.6431,0.4134,0.6043,0.6148,0.0257,0.1696,0.1713,0.0255,0.0079,0.0104,0.4672,0.5194,0.0007,0.0006,0.0005,0.0007,0.0387,0.0003,0.0074,0.0109,0.0039,0.0,0.0,0.1443,0.0017,0.004,0.0058,0.0183,0.0102,0.3115,0.0017,0.0008,0.0022,0.0003,0.0105,0.4617,0.4556,0.0023,0.0174,0.0055,0.007,0.0,0.0
325,10.87,1,0.0,0.005,0.0063,0.0478,0.3755,0.1042,0.0003,0.0,0.0,0.0951,0.0885,0.1394,0.1279,0.0009,0.8001,0.79,0.0009,0.0615,0.0605,0.3208,0.3992,0.0105,0.008,0.0006,0.001,0.1786,0.0007,0.0106,0.0057,0.0046,0.0,0.0,0.0787,0.0019,0.0205,0.0333,0.0313,0.03,0.0787,0.001,0.0033,0.0114,0.0012,0.0223,0.6812,0.6673,0.0012,0.0034,0.0841,0.0974,0.0,0.0
330,11.04,1,0.0,0.0052,0.006,0.0813,0.4085,0.1289,0.0003,0.0,0.0,0.0359,0.0327,0.0646,0.0638,0.0006,0.8248,0.8158,0.0009,0.1127,0.1163,0.2301,0.2389,0.0232,0.0209,0.0009,0.0011,0.0908,0.0004,0.0035,0.0036,0.003,0.0,0.0,0.0961,0.002,0.0473,0.0843,0.025,0.0243,0.0869,0.0007,0.0029,0.0064,0.0015,0.0281,0.7157,0.693,0.0018,0.0042,0.2943,0.32,0.0,0.0
335,11.21,1,0.0,0.0069,0.0067,0.0684,0.3832,0.123,0.0004,0.0,0.0,0.0244,0.0176,0.1109,0.1088,0.0015,0.6636,0.6496,0.0023,0.0699,0.07,0.1635,0.1459,0.0318,0.0359,0.0009,0.001,0.1085,0.0004,0.0032,0.0027,0.0029,0.0001,0.0001,0.0776,0.001,0.0748,0.1211,0.0189,0.0219,0.0759,0.0009,0.0037,0.0063,0.0016,0.0259,0.6661,0.6801,0.0021,0.0052,0.4042,0.4507,0.0,0.0
340,11.37,1,0.0,0.0084,0.0074,0.0479,0.3691,0.1116,0.0004,0.0,0.0,0.0255,0.0185,0.1192,0.1189,0.0014,0.6618,0.6447,0.0024,0.0636,0.062,0.1651,0.145,0.0314,0.0327,0.0008,0.0008,0.0811,0.0004,0.0031,0.0021,0.0034,0.0001,0.0001,0.061,0.0009,0.0631,0.0855,0.0171,0.0256,0.0676,0.001,0.0055,0.0078,0.0023,0.0314,0.6412,0.6851,0.002,0.0048,0.4016,0.4786,0.0,0.0
345,11.54,1,0.0,0.0064,0.0065,0.0581,0.4182,0.1164,0.0003,0.0,0.0,0.0236,0.0182,0.1315,0.1317,0.0016,0.6485,0.6323,0.0025,0.0576,0.0568,0.1529,0.1356,0.0335,0.0357,0.0008,0.0006,0.0616,0.0004,0.0026,0.0018,0.0037,0.0001,0.0001,0.0706,0.0008,0.0591,0.0754,0.0167,0.0253,0.0821,0.0014,0.0042,0.006,0.0021,0.0321,0.66,0.697,0.0023,0.0044,0.43,0.5036,0.0,0.0
350,11.71,1,0.0,0.0056,0.0051,0.0728,0.4324,0.1329,0.0003,0.0,0.0,0.0222,0.0172,0.1328,0.1359,0.0016,0.646,0.6306,0.0024,0.0555,0.0546,0.1432,0.1228,0.0342,0.0372,0.0007,0.0006,0.0595,0.0003,0.0026,0.0015,0.0034,0.0001,0.0001,0.0656,0.0008,0.06,0.0719,0.0153,0.0237,0.0763,0.0012,0.0047,0.0062,0.0023,0.0326,0.6417,0.6784,0.0025,0.004,0.4222,0.5063,0.0,0.0
355,11.88,1,0.0,0.0114,0.0082,0.0275,0.3524,0.1045,0.0004,0.0,0.0,0.0329,0.0216,0.2893,0.2861,0.0014,0.6622,0.6278,0.0026,0.0263,0.0219,0.1024,0.1369,0.0259,0.0422,0.0007,0.0027,0.4361,0.0011,0.0079,0.0044,0.0087,0.0001,0.0001,0.0754,0.0005,0.0665,0.0626,0.0191,0.0319,0.0575,0.0014,0.0033,0.0051,0.0013,0.0213,0.5795,0.6345,0.0038,0.0047,0.1118,0.1603,0.0,0.0
360,12.04,1,0.0,0.01,0.0069,0.0476,0.2989,0.1109,0.0,0.0,0.0,0.043,0.022,0.2638,0.2634,0.0018,0.6074,0.5981,0.0034,0.0292,0.0239,0.1148,0.0777,0.0227,0.0285,0.0001,0.0013,0.1126,0.0007,0.0926,0.024,0.0087,0.0,0.0,0.0279,0.0013,0.0013,0.0016,0.0206,0.0123,0.315,0.0109,0.0129,0.0501,0.0008,0.0024,0.0002,0.0003,0.0,0.0002,0.0001,0.0001,0.0,0.0
365,12.21,1,0.0,0.0139,0.0094,0.0357,0.2474,0.1053,0.0,0.0,0.0,0.0315,0.0181,0.2029,0.2153,0.0014,0.6533,0.6285,0.0028,0.0348,0.0366,0.0805,0.0899,0.0243,0.0345,0.0001,0.0005,0.0796,0.0006,0.0653,0.1608,0.1056,0.0,0.0,0.005,0.0009,0.0007,0.0008,0.1796,0.2019,0.0283,0.0099,0.0153,0.0311,0.0024,0.0014,0.0024,0.0046,0.0,0.0007,0.0,0.0,0.0,0.0
370,12.38,1,0.0,0.0116,0.01,0.04,0.2551,0.0721,0.0001,0.0,0.0,0.0285,0.0149,0.297,0.2797,0.0008,0.7371,0.684,0.0015,0.0209,0.0187,0.0642,0.0623,0.0241,0.0343,0.0006,0.0008,0.1269,0.0009,0.0068,0.0345,0.0308,0.0,0.0,0.0453,0.0003,0.0204,0.0271,0.1083,0.0887,0.0094,0.0097,0.0096,0.01,0.0022,0.0617,0.0174,0.0242,0.0004,0.0011,0.0515,0.058,0.0,0.0
375,12.55,1,0.0,0.0026,0.0018,0.1064,0.4381,0.1716,0.0001,0.0,0.0,0.7284,0.5945,0.8241,0.8323,0.0341,0.1865,0.1737,0.0145,0.0019,0.0018,0.2916,0.2701,0.0005,0.0003,0.0008,0.0005,0.1004,0.0018,0.0035,0.0084,0.0222,0.0001,0.0001,0.123,0.0001,0.0573,0.0561,0.0262,0.057,0.0354,0.0132,0.0031,0.0047,0.0009,0.032,0.0794,0.1435,0.0021,0.0103,0.1488,0.2344,0.0,0.0
380,12.71,1,0.0,0.0023,0.0015,0.1086,0.4795,0.2238,0.0002,0.0,0.0,0.7443,0.5699,0.8363,0.8529,0.0375,0.1659,0.1494,0.0215,0.0018,0.0019,0.3269,0.3622,0.0004,0.0005,0.0011,0.001,0.1065,0.0009,0.0038,0.0025,0.0054,0.0007,0.0006,0.0713,0.0002,0.0629,0.0689,0.0365,0.0456,0.0345,0.0045,0.0047,0.003,0.0017,0.0519,0.4524,0.469,0.0415,0.0592,0.1653,0.214,0.0,0.0
385,12.88,1,0.0,0.0066,0.0038,0.0582,0.3165,0.1434,0.0003,0.0,0.0,0.1906,0.1265,0.3764,0.4096,0.0046,0.3939,0.3463,0.0109,0.016,0.0162,0.216,0.3006,0.0039,0.0073,0.0008,0.0012,0.2013,0.0006,0.0083,0.0031,0.0058,0.0004,0.0003,0.041,0.0003,0.0462,0.0441,0.0447,0.0504,0.0249,0.002,0.0071,0.0045,0.002,0.0384,0.5776,0.5624,0.0199,0.0203,0.0961,0.1303,0.0,0.0
390,13.05,1,0.0,0.0234,0.0117,0.0358,0.1366,0.098,0.0,0.0,0.0,0.1357,0.1,0.0796,0.0797,0.0031,0.4684,0.4442,0.0092,0.1168,0.1207,0.2413,0.3019,0.0049,0.0061,0.0003,0.0003,0.0115,0.0003,0.0073,0.0574,0.0104,0.0,0.0,0.02,0.0007,0.0009,0.0012,0.0831,0.0367,0.1318,0.007,0.0018,0.0052,0.0003,0.0014,0.16,0.163,0.0004,0.0044,0.0001,0.0,0.0,0.0
395,13.21,1,0.0,0.0197,0.0152,0.0182,0.1783,0.0787,0.0001,0.0,0.0,0.0511,0.0185,0.0737,0.073,0.0041,0.4186,0.3762,0.0078,0.1038,0.111,0.2626,0.1605,0.0117,0.0273,0.0004,0.0011,0.0763,0.0002,0.0049,0.0041,0.0046,0.0,0.0,0.0588,0.0006,0.0108,0.0088,0.026,0.0223,0.0611,0.0027,0.0019,0.0042,0.0009,0.0421,0.5055,0.505,0.0039,0.009,0.0244,0.0384,0.0,0.0
400,13.38,1,0.0,0.0134,0.0083,0.0343,0.1705,0.0997,0.0,0.0,0.0,0.102,0.0281,0.092,0.0829,0.0079,0.3283,0.3286,0.0108,0.0939,0.1083,0.3311,0.1982,0.0063,0.0153,0.0003,0.0005,0.019,0.0003,0.0064,0.0253,0.0162,0.0,0.0,0.0491,0.0022,0.0024,0.0024,0.0439,0.042,0.2038,0.0027,0.0013,0.0035,0.0002,0.0042,0.1693,0.2026,0.0004,0.002,0.0002,0.0002,0.0,0.0
405,13.55,1,0.0,0.0181,0.0114,0.0148,0.1892,0.0978,0.0001,0.0,0.0,0.0433,0.0135,0.1104,0.103,0.0081,0.3231,0.2887,0.0103,0.0739,0.0787,0.1624,0.0798,0.0138,0.0359,0.0004,0.0006,0.0157,0.0001,0.0014,0.0058,0.0071,0.0001,0.0001,0.0423,0.0007,0.0063,0.0051,0.0327,0.0331,0.0391,0.0022,0.0013,0.0012,0.002,0.0798,0.2405,0.2586,0.0064,0.0154,0.0561,0.0818,0.0,0.0
410,13.72,1,0.0,0.0342,0.0184,0.0168,0.1452,0.0761,0.0,0.0,0.0,0.0477,0.0256,0.0887,0.0859,0.0134,0.2063,0.2038,0.0227,0.1014,0.1032,0.2219,0.1507,0.0141,0.0205,0.0001,0.0002,0.0011,0.0001,0.0005,0.0041,0.0139,0.0,0.0,0.0303,0.0005,0.0003,0.0002,0.0102,0.012,0.3818,0.0152,0.0002,0.0002,0.0013,0.0188,0.1974,0.2404,0.0036,0.0026,0.0008,0.0015,0.0,0.0
415,13.88,1,0.0,0.0398,0.0219,0.0077,0.1392,0.0751,0.0,0.0,0.0,0.0586,0.0374,0.0523,0.0515,0.0156,0.1679,0.1847,0.0273,0.1591,0.1508,0.329,0.2364,0.0122,0.0118,0.0001,0.0004,0.0028,0.0001,0.0025,0.0062,0.0128,0.0,0.0,0.0351,0.0012,0.0002,0.0001,0.0188,0.0201,0.3041,0.0068,0.0003,0.0004,0.0012,0.0098,0.0363,0.0484,0.0026,0.0016,0.0002,0.0003,0.0,0.0
420,14.05,1,0.0,0.0292,0.0172,0.006,0.1486,0.0763,0.0001,0.0,0.0,0.0478,0.0247,0.0546,0.0534,0.016,0.1703,0.1706,0.0273,0.1585,0.1563,0.3857,0.2195,0.0131,0.0163,0.0003,0.0013,0.0572,0.0002,0.012,0.0158,0.0091,0.0,0.0,0.0969,0.0014,0.0038,0.0037,0.0378,0.0317,0.1197,0.0028,0.0011,0.004,0.0003,0.0119,0.2441,0.2954,0.0013,0.006,0.0012,0.0019,0.0,0.0
425,14.22,1,0.0,0.0296,0.0159,0.015,0.139,0.0839,0.0,0.0,0.0,0.0635,0.0267,0.0896,0.0871,0.0148,0.1705,0.1833,0.0286,0.0951,0.0961,0.3555,0.2357,0.0104,0.0142,0.0001,0.0003,0.002,0.0,0.001,0.0133,0.0078,0.0,0.0,0.0053,0.0021,0.0001,0.0001,0.0565,0.0424,0.0911,0.0023,0.0013,0.0011,0.0041,0.0075,0.3236,0.3676,0.001,0.0044,0.0001,0.0001,0.0,0.0
430,14.39,1,0.0,0.0208,0.0142,0.0117,0.2064,0.0817,0.0,0.0,0.0,0.2478,0.1518,0.1957,0.1952,0.0152,0.1632,0.2022,0.0375,0.0536,0.0481,0.3854,0.3908,0.0031,0.003,0.0001,0.0002,0.0009,0.0,0.0005,0.0046,0.0038,0.0,0.0,0.0087,0.0019,0.0001,0.0001,0.0181,0.0183,0.2631,0.0031,0.0004,0.0004,0.0043,0.0143,0.3068,0.361,0.0024,0.0106,0.0003,0.0005,0.0,0.0
435,14.55,1,0.0,0.002,0.0018,0.0417,0.558,0.2306,0.0002,0.0,0.0,0.7119,0.5782,0.7875,0.7935,0.0206,0.2279,0.214,0.0164,0.0032,0.0027,0.3272,0.3197,0.0006,0.0003,0.0009,0.0019,0.0689,0.0002,0.0052,0.0039,0.0048,0.0003,0.0003,0.0765,0.001,0.0193,0.0209,0.0205,0.0283,0.0645,0.0013,0.0027,0.002,0.0014,0.0511,0.2907,0.3195,0.0149,0.0711,0.0849,0.1374,0.0,0.0
440,14.72,1,0.0,0.0013,0.0014,0.0601,0.6467,0.2897,0.0003,0.0,0.0,0.8375,0.752,0.8975,0.895,0.0283,0.2247,0.2111,0.0145,0.0014,0.0011,0.4437,0.4347,0.0004,0.0001,0.0011,0.0036,0.1408,0.0004,0.0081,0.0042,0.0098,0.0002,0.0002,0.0835,0.0009,0.0372,0.043,0.0251,0.0524,0.0407,0.0017,0.0042,0.0047,0.0012,0.0316,0.3048,0.3707,0.01,0.0494,0.0882,0.1376,0.0,0.0
445,14.89,1,0.0,0.0066,0.0045,0.0345,0.3469,0.1571,0.0,0.0,0.0,0.7325,0.5502,0.7381,0.7663,0.0087,0.2901,0.3016,0.0186,0.0035,0.0039,0.373,0.47,0.0005,0.0003,0.0002,0.0012,0.0235,0.0004,0.0087,0.033,0.0055,0.0,0.0,0.1164,0.0031,0.0017,0.0029,0.0123,0.0055,0.552,0.0024,0.002,0.0051,0.0004,0.0041,0.0015,0.0014,0.0001,0.0007,0.0005,0.0005,0.0,0.0
450,15.05,1,0.0,0.0208,0.0138,0.0186,0.2032,0.1025,0.0,0.0,0.0,0.1794,0.1486,0.3412,0.3281,0.001,0.6512,0.6294,0.0047,0.0267,0.0221,0.2443,0.2965,0.007,0.0041,0.0001,0.0005,0.0068,0.0002,0.0051,0.0264,0.0023,0.0,0.0,0.0518,0.0055,0.0003,0.0004,0.0135,0.0087,0.6263,0.0016,0.0009,0.0016,0.001,0.0049,0.0015,0.0018,0.0001,0.0024,0.0001,0.0001,0.0,0.0
455,15.22,1,0.0,0.0159,0.0129,0.019,0.2214,0.0753,0.0001,0.0,0.0,0.0731,0.0858,0.279,0.2763,0.0015,0.5896,0.5293,0.0048,0.0295,0.0217,0.194,0.2999,0.0114,0.0064,0.0007,0.0024,0.1387,0.0002,0.0204,0.0111,0.0102,0.0,0.0,0.0802,0.0016,0.0095,0.0089,0.0196,0.0452,0.046,0.0009,0.0032,0.0045,0.0004,0.0108,0.0095,0.0189,0.0004,0.0072,0.0043,0.005,0.0,0.0
460,15.39,1,0.0,0.0333,0.0274,0.0105,0.1385,0.058,0.0,0.0,0.0,0.109,0.0769,0.2716,0.2654,0.0026,0.4535,0.4098,0.0095,0.0309,0.0262,0.2248,0.2734,0.0093,0.0067,0.0002,0.0009,0.0138,0.0002,0.0085,0.038,0.0012,0.0,0.0,0.0332,0.0031,0.0004,0.001,0.0425,0.0069,0.2231,0.0017,0.0017,0.0051,0.0009,0.006,0.0022,0.0015,0.0002,0.0012,0.0003,0.0002,0.0,0.0
465,15.56,1,0.0,0.0462,0.0312,0.0147,0.1148,0.0492,0.0,0.0,0.0,0.1002,0.056,0.2048,0.1958,0.0034,0.4252,0.388,0.0109,0.0448,0.0415,0.2387,0.2239,0.0102,0.0093,0.0002,0.0003,0.002,0.0001,0.0015,0.0368,0.0024,0.0,0.0,0.0328,0.0044,0.0001,0.0002,0.0298,0.0111,0.2637,0.0013,0.0004,0.0009,0.0013,0.0083,0.0162,0.0156,0.0005,0.0041,0.0005,0.0003,0.0,0.0
470,15.72,1,0.0,0.0429,0.0342,0.0137,0.1332,0.0537,0.0,0.0,0.0,0.0879,0.0522,0.2165,0.2121,0.0024,0.4964,0.4963,0.0067,0.0424,0.0396,0.2461,0.2229,0.0146,0.0114,0.0001,0.0003,0.0028,0.0001,0.0027,0.0319,0.0027,0.0,0.0,0.0908,0.0057,0.0001,0.0001,0.0123,0.0061,0.5911,0.0015,0.0004,0.0014,0.001,0.004,0.0041,0.0043,0.0002,0.0022,0.0003,0.0002,0.0,0.0
475,15.89,1,0.0,0.0398,0.0329,0.0107,0.1587,0.0586,0.0,0.0,0.0,0.0795,0.0502,0.2307,0.2214,0.0026,0.4968,0.496,0.0065,0.0402,0.037,0.2407,0.2181,0.0165,0.0121,0.0001,0.0003,0.0045,0.0001,0.0054,0.0181,0.0016,0.0,0.0,0.0595,0.0061,0.0001,0.0001,0.011,0.0059,0.5967,0.0013,0.0005,0.0009,0.0016,0.0051,0.0037,0.0038,0.0003,0.0036,0.0002,0.0001,0.0,0.0
