frame,time_s,face_detected,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
490,16.33,1,0.0,0.0564,0.032,0.0986,0.0224,0.0187,0.0001,0.0,0.0,0.0481,0.015,0.1098,0.1018,0.2754,0.0142,0.0127,0.2718,0.0767,0.087,0.2454,0.1459,0.0147,0.0297,0.0002,0.0016,0.0074,0.0,0.0006,0.0231,0.011,0.0001,0.0001,0.0027,0.0014,0.0015,0.0022,0.1412,0.1232,0.0024,0.0005,0.0084,0.0144,0.0071,0.0222,0.5502,0.5042,0.0041,0.0078,0.0123,0.0167,0.0,0.0
495,16.5,1,0.0,0.0682,0.0406,0.0755,0.0192,0.0161,0.0,0.0,0.0,0.051,0.0194,0.1388,0.1337,0.2974,0.0131,0.0122,0.2936,0.0583,0.0656,0.2184,0.1376,0.0136,0.0252,0.0,0.0012,0.0018,0.0,0.0003,0.0674,0.0384,0.0002,0.0002,0.0002,0.0022,0.0001,0.0001,0.5176,0.3805,0.0005,0.0005,0.0132,0.0068,0.1222,0.0207,0.2429,0.1568,0.0067,0.0021,0.0028,0.0039,0.0,0.0
500,16.67,1,0.0,0.0574,0.031,0.0856,0.0212,0.0184,0.0,0.0,0.0,0.0355,0.0145,0.1336,0.1297,0.2734,0.0148,0.0123,0.269,0.0591,0.064,0.1756,0.1047,0.0181,0.028,0.0004,0.0019,0.0052,0.0,0.0004,0.0268,0.0286,0.0,0.0,0.0047,0.002,0.0036,0.0038,0.1301,0.1791,0.0024,0.0003,0.0025,0.0049,0.002,0.0143,0.1666,0.1714,0.0037,0.0028,0.011,0.0175,0.0,0.0
505,16.83,1,0.0,0.058,0.0408,0.0765,0.0177,0.0108,0.0003,0.0,0.0,0.2108,0.1217,0.3107,0.289,0.2793,0.0165,0.0164,0.2469,0.0307,0.0314,0.3625,0.4819,0.0042,0.0033,0.0013,0.0039,0.0686,0.0001,0.0031,0.0129,0.0139,0.0008,0.0009,0.0051,0.0005,0.0396,0.0524,0.1091,0.1895,0.0004,0.0002,0.0111,0.0162,0.0015,0.0192,0.1709,0.2206,0.0142,0.041,0.0527,0.0938,0.0,0.0
510,17.0,1,0.0,0.001,0.0014,0.4182,0.3666,0.0953,0.0004,0.0,0.0,0.0651,0.0388,0.2749,0.2343,0.3008,0.0153,0.0121,0.2844,0.0329,0.0388,0.1495,0.3017,0.0136,0.0171,0.0018,0.003,0.0872,0.0001,0.0029,0.0066,0.0144,0.0025,0.0025,0.0045,0.0004,0.0841,0.0949,0.0939,0.2365,0.0005,0.0004,0.0189,0.0247,0.0029,0.0254,0.2025,0.274,0.0309,0.0716,0.1494,0.2237,0.0,0.0
515,17.17,1,0.0,0.0,0.0,0.8653,0.8642,0.6026,0.0002,0.0,0.0,0.0417,0.0122,0.3787,0.3817,0.099,0.0934,0.0465,0.0477,0.016,0.0198,0.0366,0.0866,0.0181,0.0681,0.0015,0.0016,0.092,0.0003,0.0039,0.0211,0.0188,0.0002,0.0002,0.0217,0.002,0.0694,0.0973,0.1017,0.153,0.0044,0.0005,0.0102,0.0174,0.0028,0.042,0.0649,0.0579,0.0038,0.0052,0.1874,0.1774,0.0,0.0
520,17.33,1,0.0,0.0008,0.0003,0.5962,0.326,0.1661,0.0001,0.0,0.0,0.0408,0.0049,0.3509,0.3699,0.0138,0.255,0.2441,0.0109,0.0145,0.0194,0.0517,0.0849,0.0119,0.0966,0.0002,0.0022,0.0972,0.0001,0.0076,0.0108,0.0057,0.0004,0.0004,0.0068,0.0078,0.0063,0.0063,0.1146,0.0774,0.0028,0.0001,0.0234,0.0231,0.0126,0.1127,0.0088,0.0072,0.0027,0.0013,0.0367,0.0487,0.0,0.0
525,17.5,1,0.0,0.0323,0.0125,0.1462,0.0491,0.0789,0.0,0.0,0.0,0.0377,0.0059,0.1166,0.0927,0.0097,0.3247,0.3447,0.0069,0.0697,0.0919,0.0831,0.1983,0.0127,0.1117,0.0,0.0015,0.0463,0.0006,0.0179,0.0088,0.0049,0.0,0.0,0.0115,0.0131,0.0002,0.0002,0.0023,0.0019,0.8307,0.0022,0.0445,0.093,0.0099,0.0142,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0
530,17.67,1,0.0,0.0227,0.0099,0.1326,0.0722,0.1051,0.0,0.0,0.0,0.0629,0.0131,0.0554,0.0436,0.0205,0.2225,0.2563,0.0097,0.1405,0.1719,0.1464,0.2282,0.0089,0.0536,0.0,0.0012,0.0281,0.0006,0.0159,0.0527,0.0079,0.0,0.0,0.0072,0.0055,0.0,0.0001,0.0163,0.0029,0.853,0.0143,0.0589,0.1112,0.0265,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,17.83,1,0.0,0.0183,0.0152,0.1494,0.0659,0.0579,0.0,0.0,0.0,0.0431,0.0054,0.1063,0.0893,0.0066,0.3559,0.3522,0.0074,0.0704,0.0869,0.1112,0.1,0.0121,0.0761,0.0001,0.0018,0.022,0.0001,0.0023,0.0315,0.0108,0.0,0.0,0.008,0.0152,0.0008,0.0009,0.0639,0.0127,0.046,0.0006,0.0065,0.0522,0.0018,0.0173,0.0008,0.0004,0.0003,0.0,0.0009,0.0009,0.0,0.0
540,18.0,1,0.0,0.0193,0.011,0.1966,0.0469,0.0572,0.0001,0.0,0.0,0.0564,0.0051,0.1425,0.1174,0.0077,0.3593,0.3352,0.0073,0.0552,0.0706,0.1409,0.0857,0.009,0.0847,0.0002,0.0011,0.0233,0.0001,0.0014,0.0156,0.0178,0.0001,0.0001,0.0017,0.0102,0.0039,0.0026,0.1546,0.1075,0.0005,0.0001,0.0064,0.0235,0.0034,0.0491,0.1042,0.0725,0.0162,0.0009,0.0175,0.0252,0.0,0.0
545,18.17,1,0.0,0.0561,0.0223,0.0726,0.0291,0.0545,0.0,0.0,0.0,0.0673,0.0092,0.0941,0.0774,0.0063,0.3697,0.3644,0.0067,0.0838,0.0939,0.221,0.1381,0.0077,0.0383,0.0001,0.0004,0.0053,0.0001,0.0011,0.0952,0.0137,0.0,0.0,0.0035,0.0088,0.0004,0.0004,0.1612,0.0456,0.0068,0.0005,0.0026,0.0088,0.0037,0.0297,0.0614,0.0398,0.0012,0.0008,0.0038,0.0036,0.0,0.0
550,18.33,1,0.0,0.0246,0.0118,0.133,0.0484,0.0723,0.0001,0.0,0.0,0.0344,0.0037,0.1238,0.1112,0.0087,0.3202,0.3186,0.0076,0.0637,0.075,0.1612,0.0616,0.0147,0.0935,0.0002,0.0007,0.0182,0.0001,0.0013,0.0821,0.0209,0.0,0.0,0.0065,0.0083,0.0033,0.0032,0.1995,0.1022,0.0028,0.0003,0.0048,0.0255,0.0032,0.0548,0.1933,0.1334,0.0015,0.0013,0.0322,0.0341,0.0,0.0
555,18.5,1,0.0,0.0361,0.0172,0.0856,0.0445,0.0678,0.0,0.0,0.0,0.0427,0.0089,0.1331,0.1292,0.0068,0.3285,0.3507,0.0086,0.0614,0.0672,0.1837,0.0924,0.0194,0.0569,0.0001,0.0019,0.0858,0.0014,0.007,0.2702,0.0159,0.0,0.0,0.1519,0.0066,0.0018,0.0029,0.0131,0.003,0.8114,0.0064,0.0296,0.1925,0.0017,0.0187,0.0,0.0,0.0,0.0,0.0008,0.0005,0.0,0.0
560,18.67,1,0.0,0.0431,0.0215,0.1044,0.0363,0.0628,0.0,0.0,0.0,0.0772,0.0104,0.1293,0.1325,0.0042,0.3945,0.374,0.0071,0.0535,0.0528,0.2557,0.0571,0.0091,0.028,0.0002,0.0004,0.017,0.0004,0.0009,0.0693,0.0098,0.0,0.0,0.0111,0.0018,0.0027,0.0044,0.1408,0.0292,0.0097,0.0018,0.0036,0.0149,0.0018,0.0353,0.0047,0.0036,0.0003,0.0005,0.0049,0.0042,0.0,0.0
565,18.83,1,0.0,0.0119,0.011,0.201,0.0834,0.0772,0.0001,0.0,0.0,0.0713,0.0141,0.2705,0.247,0.0027,0.5589,0.5216,0.0034,0.0284,0.027,0.1883,0.064,0.015,0.0355,0.0007,0.0001,0.0125,0.0011,0.0003,0.019,0.0252,0.0,0.0,0.0267,0.0008,0.054,0.0504,0.0801,0.0509,0.0092,0.0019,0.0017,0.0081,0.0013,0.0638,0.0516,0.0511,0.0018,0.0005,0.3525,0.4201,0.0,0.0
570,19.0,1,0.0,0.0115,0.0051,0.2328,0.11,0.1388,0.0002,0.0,0.0,0.0747,0.0255,0.2256,0.2071,0.002,0.6246,0.5886,0.003,0.0347,0.034,0.2272,0.1783,0.011,0.0242,0.0005,0.0002,0.0132,0.0003,0.0003,0.0151,0.0089,0.0002,0.0001,0.003,0.0048,0.0176,0.0165,0.1193,0.0895,0.0019,0.0001,0.0091,0.0278,0.0039,0.0329,0.5541,0.4282,0.0155,0.0053,0.1246,0.1471,0.0,0.0
575,19.17,1,0.0,0.0144,0.0031,0.3972,0.0482,0.0974,0.0003,0.0,0.0,0.0554,0.0244,0.096,0.1003,0.005,0.459,0.441,0.0054,0.0902,0.0839,0.2638,0.3131,0.0129,0.0257,0.0007,0.0003,0.0525,0.0006,0.0012,0.0069,0.005,0.0001,0.0001,0.0062,0.0054,0.0492,0.0526,0.0482,0.0657,0.003,0.0001,0.0139,0.0541,0.0017,0.0144,0.6587,0.6428,0.0083,0.0081,0.1013,0.1195,0.0,0.0
580,19.33,1,0.0,0.0131,0.0049,0.3016,0.0772,0.1082,0.0,0.0,0.0,0.0716,0.0092,0.1329,0.1194,0.0032,0.5059,0.4647,0.0046,0.0522,0.0643,0.156,0.1224,0.0083,0.0414,0.0001,0.0002,0.0052,0.0001,0.0005,0.0465,0.0059,0.0001,0.0001,0.0016,0.0069,0.0007,0.0009,0.2346,0.1065,0.0021,0.0002,0.0064,0.0081,0.0068,0.0249,0.0149,0.0141,0.001,0.0065,0.0025,0.0023,0.0,0.0
585,19.5,1,0.0,0.0161,0.0095,0.1723,0.0662,0.0803,0.0,0.0,0.0,0.0987,0.019,0.3411,0.3275,0.0054,0.4255,0.4052,0.0048,0.0161,0.0179,0.1159,0.0947,0.0073,0.0249,0.0001,0.0004,0.0052,0.0001,0.0006,0.0262,0.0035,0.0001,0.0001,0.0039,0.0068,0.0009,0.0011,0.168,0.0813,0.0052,0.0002,0.0055,0.0061,0.0053,0.0288,0.0096,0.009,0.0009,0.0041,0.0035,0.0028,0.0,0.0
590,19.67,1,0.0,0.0454,0.0175,0.1036,0.0418,0.0608,0.0,0.0,0.0,0.1202,0.0282,0.3035,0.2862,0.0063,0.3684,0.352,0.0075,0.0226,0.0227,0.1638,0.1175,0.0062,0.0177,0.0001,0.0003,0.0023,0.0,0.0006,0.0165,0.0035,0.0001,0.0001,0.0015,0.0054,0.0002,0.0002,0.1562,0.0913,0.0048,0.0003,0.0033,0.0044,0.0068,0.0157,0.0106,0.0116,0.0012,0.0055,0.0006,0.0006,0.0,0.0
595,19.83,1,0.0,0.0521,0.022,0.0748,0.0446,0.0682,0.0,0.0,0.0,0.1351,0.0252,0.1903,0.165,0.0075,0.3807,0.3839,0.007,0.044,0.0536,0.1923,0.1672,0.0064,0.0229,0.0,0.0003,0.0005,0.0001,0.0002,0.1056,0.0025,0.0,0.0,0.0035,0.006,0.0,0.0,0.0608,0.0061,0.369,0.0037,0.0008,0.0017,0.0281,0.0164,0.0015,0.0009,0.0001,0.0015,0.0003,0.0002,0.0,0.0
600,20.0,1,0.0,0.056,0.0189,0.1074,0.0255,0.0514,0.0,0.0,0.0,0.1178,0.0245,0.1821,0.1713,0.0077,0.3564,0.3664,0.0068,0.0442,0.0515,0.2098,0.1623,0.0071,0.0219,0.0,0.0006,0.0046,0.0001,0.0014,0.0619,0.0037,0.0,0.0,0.0084,0.0046,0.0001,0.0002,0.0367,0.008,0.3014,0.0026,0.0047,0.0158,0.0033,0.0058,0.0002,0.0002,0.0,0.0004,0.0001,0.0001,0.0,0.0
605,20.17,1,0.0,0.0405,0.013,0.1525,0.0246,0.049,0.0,0.0,0.0,0.0904,0.0166,0.2046,0.2006,0.0096,0.3277,0.3333,0.0061,0.0334,0.0378,0.1745,0.1336,0.0062,0.0273,0.0002,0.0009,0.0095,0.0,0.0011,0.0382,0.0077,0.0001,0.0001,0.0029,0.0039,0.0017,0.0023,0.1888,0.0787,0.0031,0.0003,0.0078,0.007,0.0033,0.0142,0.0124,0.0093,0.0014,0.0019,0.0018,0.0015,0.0,0.0
610,20.33,1,0.0,0.0124,0.0043,0.2557,0.0403,0.0591,0.0,0.0,0.0,0.7042,0.5114,0.6616,0.6839,0.0513,0.1305,0.121,0.0296,0.0063,0.0077,0.2834,0.611,0.0004,0.0003,0.0001,0.0022,0.0136,0.0002,0.0053,0.092,0.0183,0.0,0.0,0.0081,0.0066,0.0004,0.0005,0.0488,0.0303,0.1884,0.0015,0.0125,0.0382,0.0035,0.0035,0.0003,0.0003,0.0,0.0005,0.0001,0.0,0.0,0.0
615,20.5,1,0.0,0.0078,0.0059,0.26,0.0892,0.0684,0.0001,0.0,0.0,0.1809,0.0661,0.3028,0.2873,0.0317,0.1159,0.1027,0.0388,0.0196,0.0278,0.2181,0.3711,0.0025,0.0068,0.0004,0.0017,0.1237,0.0004,0.0095,0.0624,0.0163,0.0,0.0001,0.0077,0.0229,0.0112,0.0154,0.1472,0.2263,0.0014,0.0,0.0301,0.0684,0.0031,0.0287,0.0151,0.019,0.0004,0.0044,0.0076,0.006,0.0,0.0
620,20.67,1,0.0,0.0208,0.0209,0.075,0.0762,0.0646,0.0,0.0,0.0,0.1655,0.0741,0.3328,0.3404,0.0044,0.4274,0.4236,0.0076,0.0178,0.0192,0.2391,0.2598,0.0039,0.0078,0.0,0.0007,0.055,0.001,0.0168,0.0979,0.0061,0.0,0.0,0.0048,0.0022,0.0003,0.001,0.1169,0.0199,0.1897,0.0066,0.1174,0.1596,0.021,0.0137,0.0001,0.0,0.0,0.0004,0.0004,0.0001,0.0,0.0
625,20.83,1,0.0,0.0042,0.0293,0.0675,0.1956,0.0338,0.0001,0.0,0.0,0.0489,0.0483,0.253,0.2277,0.0112,0.344,0.3629,0.0052,0.0276,0.0311,0.1945,0.3121,0.011,0.0119,0.0004,0.0004,0.0509,0.0005,0.0059,0.0679,0.0218,0.0,0.0,0.0156,0.0009,0.0061,0.0086,0.2277,0.1122,0.0081,0.0024,0.0065,0.0227,0.001,0.0121,0.0746,0.0733,0.0009,0.0025,0.009,0.0096,0.0,0.0
630,21.0,1,0.0,0.0076,0.0132,0.097,0.1441,0.0673,0.0,0.0,0.0,0.0769,0.0566,0.1751,0.1447,0.0104,0.3041,0.3053,0.0087,0.0395,0.0513,0.1624,0.3871,0.0055,0.0104,0.0001,0.0005,0.0054,0.0001,0.001,0.0292,0.0395,0.0,0.0,0.0034,0.0017,0.0007,0.0005,0.2007,0.1643,0.007,0.0019,0.0052,0.0089,0.0058,0.023,0.1387,0.136,0.0019,0.0015,0.0018,0.0028,0.0,0.0
635,21.17,1,0.0,0.0049,0.0062,0.1698,0.2171,0.0948,0.0001,0.0,0.0,0.0524,0.0288,0.1311,0.0967,0.0084,0.372,0.3686,0.0058,0.0549,0.0725,0.143,0.4119,0.008,0.022,0.0002,0.0005,0.0148,0.0002,0.001,0.0193,0.0226,0.0,0.0,0.0065,0.0048,0.0024,0.0016,0.1138,0.1075,0.0076,0.0005,0.0064,0.0317,0.003,0.026,0.4074,0.3557,0.0023,0.0012,0.0073,0.0109,0.0,0.0
640,21.33,1,0.0,0.0044,0.01,0.1,0.1919,0.0891,0.0001,0.0,0.0,0.0599,0.0278,0.0706,0.0554,0.011,0.3138,0.3343,0.0076,0.1109,0.1282,0.3318,0.3979,0.0093,0.0217,0.0001,0.0027,0.0237,0.0001,0.0018,0.0282,0.0166,0.0,0.0,0.0025,0.0057,0.0009,0.0007,0.1978,0.1463,0.0025,0.0004,0.024,0.1489,0.0053,0.0131,0.4389,0.389,0.0011,0.0013,0.0009,0.0016,0.0,0.0
645,21.5,1,0.0,0.0078,0.0093,0.1925,0.1084,0.077,0.0001,0.0,0.0,0.0652,0.0254,0.1755,0.1467,0.0098,0.3594,0.3604,0.0069,0.0496,0.0533,0.3252,0.2987,0.0118,0.0249,0.0002,0.0008,0.0271,0.0003,0.0013,0.0302,0.0084,0.0,0.0,0.0074,0.0057,0.0044,0.0059,0.1414,0.0844,0.0072,0.0003,0.0139,0.0877,0.0033,0.0173,0.6617,0.5683,0.0008,0.0019,0.0129,0.0119,0.0,0.0
650,21.67,1,0.0,0.0262,0.0227,0.0755,0.0743,0.0565,0.0,0.0,0.0,0.0509,0.0295,0.1203,0.1078,0.0133,0.3018,0.2967,0.0108,0.0687,0.0768,0.2674,0.3544,0.0125,0.0234,0.0,0.0004,0.0021,0.0,0.0004,0.0453,0.0221,0.0001,0.0001,0.0002,0.0057,0.0,0.0,0.217,0.1047,0.004,0.0011,0.0188,0.0237,0.4991,0.041,0.806,0.7131,0.0017,0.0027,0.0025,0.0023,0.0,0.0
655,21.83,1,0.0,0.0301,0.0433,0.037,0.0573,0.0362,0.0,0.0,0.0,0.0665,0.0404,0.0916,0.0899,0.012,0.2895,0.285,0.0129,0.0927,0.0926,0.3733,0.3644,0.0106,0.015,0.0,0.0006,0.0025,0.0,0.0005,0.0294,0.0137,0.0001,0.0002,0.0002,0.0068,0.0,0.0,0.1894,0.1052,0.0039,0.0005,0.0268,0.0249,0.4019,0.0293,0.7781,0.6867,0.0022,0.0036,0.0011,0.0012,0.0,0.0
660,22.0,1,0.0,0.0032,0.0057,0.1223,0.2749,0.1417,0.0002,0.0,0.0,0.1357,0.0967,0.2518,0.2195,0.0098,0.391,0.396,0.0062,0.0348,0.0353,0.3174,0.5108,0.0061,0.0072,0.0003,0.0004,0.0374,0.0004,0.0024,0.0078,0.0043,0.0002,0.0002,0.0056,0.0023,0.0077,0.0155,0.0817,0.0598,0.0062,0.0004,0.0217,0.0582,0.0057,0.0259,0.738,0.7313,0.0039,0.0089,0.0546,0.0888,0.0,0.0
665,22.17,1,0.0,0.0101,0.0065,0.1374,0.1143,0.1542,0.0002,0.0,0.0,0.0474,0.0177,0.0863,0.0764,0.0116,0.3261,0.3301,0.0085,0.1004,0.1118,0.3093,0.3266,0.0122,0.0384,0.0003,0.0005,0.0272,0.0003,0.002,0.0096,0.0093,0.0001,0.0001,0.0047,0.0015,0.0069,0.0099,0.0912,0.0814,0.0049,0.001,0.0173,0.0508,0.0095,0.0354,0.7587,0.7501,0.0028,0.007,0.0541,0.0669,0.0,0.0
670,22.33,1,0.0,0.0234,0.0174,0.1104,0.0491,0.0704,0.0001,0.0,0.0,0.058,0.0285,0.076,0.0716,0.0131,0.3127,0.3131,0.0092,0.114,0.1197,0.3784,0.3491,0.0112,0.0234,0.0002,0.0005,0.0165,0.0001,0.0015,0.013,0.0085,0.0001,0.0001,0.0032,0.003,0.0025,0.0038,0.0943,0.0695,0.0046,0.0005,0.0133,0.0443,0.0087,0.0227,0.7841,0.7467,0.0028,0.0054,0.0172,0.0228,0.0,0.0
675,22.5,1,0.0,0.0246,0.0149,0.0671,0.0587,0.0746,0.0001,0.0,0.0,0.0555,0.0231,0.0722,0.0653,0.0122,0.3353,0.3387,0.0075,0.1203,0.1281,0.3399,0.3256,0.0115,0.0282,0.0002,0.0003,0.0141,0.0002,0.0013,0.0072,0.0072,0.0,0.0,0.0056,0.0029,0.0039,0.0043,0.0561,0.0513,0.0077,0.0005,0.0071,0.0244,0.004,0.0167,0.7528,0.7538,0.0032,0.0044,0.0098,0.0194,0.0,0.0
680,22.67,1,0.0,0.0257,0.0204,0.0966,0.0425,0.0468,0.0001,0.0,0.0,0.0674,0.0321,0.0675,0.0612,0.0112,0.3183,0.3228,0.0079,0.1216,0.1283,0.3802,0.3802,0.0091,0.017,0.0003,0.0006,0.0311,0.0002,0.0023,0.0062,0.0076,0.0001,0.0001,0.008,0.003,0.0072,0.0079,0.0433,0.0496,0.0059,0.0003,0.0101,0.035,0.0029,0.0206,0.6419,0.6618,0.003,0.0037,0.0146,0.035,0.0,0.0
685,22.83,1,0.0,0.0251,0.0171,0.1174,0.0415,0.0502,0.0002,0.0,0.0,0.0706,0.037,0.0808,0.0782,0.0088,0.3495,0.3444,0.0076,0.1036,0.1028,0.401,0.3734,0.0092,0.0152,0.0004,0.0005,0.0727,0.0004,0.0033,0.0048,0.0077,0.0001,0.0001,0.0087,0.0029,0.025,0.0239,0.0406,0.0638,0.0032,0.0002,0.0136,0.0712,0.002,0.0206,0.6014,0.629,0.0049,0.0042,0.0509,0.0991,0.0,0.0
690,23.0,1,0.0,0.0214,0.0131,0.1493,0.0522,0.0745,0.0003,0.0,0.0,0.071,0.0293,0.0778,0.0779,0.0064,0.37,0.3349,0.0101,0.1045,0.1059,0.3924,0.3068,0.0088,0.0175,0.0006,0.0008,0.0754,0.0003,0.0027,0.0028,0.0049,0.0003,0.0002,0.0062,0.0021,0.0363,0.0344,0.0472,0.0739,0.0017,0.0001,0.0151,0.0526,0.0024,0.0244,0.6042,0.6211,0.0194,0.0124,0.0645,0.125,0.0,0.0
695,23.17,1,0.0,0.0221,0.0285,0.0741,0.0561,0.0492,0.0003,0.0,0.0,0.608,0.4595,0.6914,0.7096,0.023,0.1959,0.184,0.0227,0.0049,0.0067,0.3279,0.6519,0.0005,0.0005,0.0008,0.001,0.0466,0.0002,0.0017,0.0054,0.0069,0.0066,0.0048,0.0033,0.0017,0.0322,0.045,0.0968,0.1082,0.001,0.0001,0.0282,0.0307,0.0055,0.0424,0.4452,0.436,0.191,0.1649,0.1205,0.2138,0.0,0.0
700,23.33,1,0.0,0.0305,0.0145,0.1461,0.0448,0.0664,0.0002,0.0,0.0,0.2207,0.114,0.3609,0.3313,0.0033,0.5254,0.4787,0.0053,0.0199,0.0202,0.2528,0.4164,0.003,0.0054,0.0007,0.0002,0.0179,0.0003,0.0006,0.0106,0.0083,0.0036,0.0034,0.0014,0.0007,0.0142,0.0185,0.202,0.1721,0.0006,0.0003,0.0277,0.0252,0.0095,0.0391,0.4793,0.4371,0.0875,0.1101,0.0645,0.0956,0.0,0.0
705,23.5,1,0.0,0.0092,0.0052,0.3758,0.1052,0.069,0.0,0.0,0.0,0.0355,0.059,0.279,0.2494,0.0027,0.5059,0.4489,0.007,0.0242,0.029,0.0529,0.6151,0.0146,0.0103,0.0001,0.0001,0.0015,0.0001,0.0002,0.0707,0.0188,0.0002,0.0002,0.0005,0.0021,0.0003,0.0009,0.3772,0.1799,0.0016,0.0006,0.0081,0.0029,0.0138,0.0119,0.0462,0.0424,0.0022,0.0069,0.0005,0.0008,0.0,0.0
710,23.67,1,0.0,0.0087,0.0045,0.3842,0.0946,0.0819,0.0,0.0,0.0,0.0814,0.0524,0.2136,0.182,0.0035,0.4989,0.4536,0.0066,0.0353,0.0461,0.106,0.598,0.0071,0.0113,0.0001,0.0001,0.001,0.0001,0.0002,0.0881,0.0121,0.0001,0.0001,0.0003,0.0052,0.0001,0.0002,0.384,0.1648,0.0017,0.0003,0.0073,0.0035,0.029,0.009,0.0926,0.0689,0.0029,0.0119,0.0003,0.0004,0.0,0.0
715,23.83,1,0.0,0.0194,0.0117,0.1681,0.0663,0.0757,0.0001,0.0,0.0,0.0739,0.0364,0.3203,0.2888,0.0047,0.4722,0.4194,0.0048,0.0207,0.0219,0.1478,0.2264,0.0092,0.0174,0.0004,0.0003,0.008,0.0001,0.0004,0.0119,0.0047,0.004,0.0038,0.0011,0.0026,0.0039,0.0069,0.1849,0.1083,0.0007,0.0001,0.0107,0.0047,0.009,0.054,0.1767,0.1549,0.0486,0.0349,0.037,0.068,0.0,0.0
720,24.0,1,0.0,0.0056,0.0041,0.2591,0.1638,0.0986,0.0004,0.0,0.0,0.2047,0.1741,0.4718,0.4676,0.0083,0.3513,0.3384,0.0093,0.0145,0.0129,0.1938,0.3101,0.0045,0.0047,0.0009,0.0021,0.2,0.0004,0.0077,0.0056,0.0076,0.0015,0.0013,0.0079,0.0007,0.0556,0.061,0.1245,0.1445,0.0008,0.0003,0.0244,0.0649,0.0037,0.0252,0.4417,0.4726,0.0262,0.0312,0.1667,0.2725,0.0,0.0
725,24.17,1,0.0,0.0022,0.0025,0.2989,0.3052,0.1182,0.0001,0.0,0.0,0.2005,0.1584,0.4054,0.3762,0.0043,0.477,0.458,0.0046,0.0157,0.0158,0.1642,0.2843,0.0042,0.0048,0.0004,0.0001,0.0088,0.0004,0.0005,0.0092,0.0134,0.0021,0.0018,0.0062,0.0003,0.0192,0.0193,0.1782,0.1244,0.0019,0.0031,0.0132,0.0078,0.0283,0.1796,0.0761,0.0748,0.0068,0.0036,0.5721,0.6393,0.0,0.0
730,24.33,1,0.0,0.027,0.0168,0.1294,0.037,0.0458,0.0,0.0,0.0,0.1449,0.0534,0.2571,0.2364,0.0076,0.3694,0.3774,0.0055,0.029,0.0312,0.2604,0.3341,0.0051,0.01,0.0001,0.001,0.0254,0.0002,0.0036,0.0427,0.0046,0.0,0.0,0.0197,0.0049,0.001,0.0014,0.037,0.0092,0.108,0.0012,0.0076,0.0255,0.002,0.0193,0.0005,0.0004,0.0001,0.0002,0.003,0.0017,0.0,0.0
735,24.5,1,0.0,0.0636,0.0454,0.0766,0.018,0.0306,0.0,0.0,0.0,0.1548,0.0366,0.1007,0.0845,0.0066,0.368,0.3729,0.0068,0.0847,0.0986,0.348,0.3564,0.0046,0.012,0.0,0.0011,0.0077,0.0001,0.0023,0.025,0.0048,0.0,0.0,0.0046,0.0083,0.0002,0.0002,0.0368,0.0145,0.1456,0.001,0.0062,0.0251,0.002,0.0038,0.0002,0.0002,0.0001,0.0004,0.0,0.0,0.0,0.0
740,24.67,1,0.0,0.0624,0.033,0.0607,0.0308,0.0401,0.0,0.0,0.0,0.0942,0.0264,0.0726,0.0543,0.0041,0.4406,0.4241,0.0054,0.1175,0.1229,0.2809,0.336,0.006,0.0143,0.0001,0.0001,0.001,0.0001,0.0002,0.0338,0.0047,0.0001,0.0001,0.0009,0.0054,0.0001,0.0001,0.1751,0.048,0.0064,0.0004,0.0028,0.0014,0.0158,0.0266,0.0216,0.0134,0.0039,0.0027,0.0004,0.0003,0.0,0.0
745,24.83,1,0.0,0.0307,0.0172,0.1022,0.0499,0.0577,0.0,0.0,0.0,0.0774,0.0161,0.0526,0.0421,0.0042,0.4382,0.4133,0.0049,0.1474,0.1547,0.3674,0.2307,0.0076,0.022,0.0002,0.0002,0.005,0.0002,0.0004,0.0087,0.0055,0.0,0.0,0.0043,0.0055,0.0015,0.0012,0.0449,0.041,0.0078,0.0002,0.0026,0.0068,0.0029,0.0339,0.5005,0.4376,0.0074,0.0053,0.0049,0.007,0.0,0.0
