frame,time_s,face_detected,_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
230,7.67,1,0.0,0.0231,0.0069,0.2503,0.0284,0.0744,0.0001,0.0,0.0,0.1465,0.0208,0.1338,0.124,0.0061,0.3736,0.3313,0.0091,0.061,0.0721,0.3544,0.2081,0.0047,0.018,0.0003,0.0005,0.0211,0.0001,0.002,0.0533,0.0294,0.0,0.0,0.0052,0.0051,0.0049,0.0051,0.2171,0.1918,0.0014,0.0002,0.0078,0.0137,0.0024,0.0223,0.0479,0.0495,0.002,0.0018,0.0095,0.0144,0.0,0.0
235,7.83,1,0.0,0.0406,0.0156,0.157,0.0197,0.0418,0.0,0.0,0.0,0.1272,0.0202,0.0747,0.0582,0.0145,0.2279,0.2398,0.0125,0.1219,0.139,0.3565,0.3395,0.0058,0.0181,0.0,0.0004,0.0028,0.0001,0.0009,0.0529,0.0097,0.0,0.0,0.0067,0.0132,0.0002,0.0002,0.0235,0.0134,0.1896,0.0008,0.0023,0.0057,0.0037,0.0097,0.0005,0.0005,0.0001,0.0003,0.0002,0.0002,0.0,0.0
240,8.0,1,0.0,0.0524,0.0193,0.1287,0.0192,0.0422,0.0,0.0,0.0,0.1513,0.0202,0.0558,0.0361,0.0118,0.2562,0.2668,0.0104,0.1617,0.1764,0.3591,0.3815,0.0039,0.0153,0.0001,0.0004,0.002,0.0,0.0006,0.2634,0.0274,0.0,0.0,0.0018,0.0093,0.0001,0.0001,0.1447,0.0387,0.0141,0.0007,0.0018,0.0059,0.0072,0.0135,0.0117,0.0086,0.0003,0.0007,0.0004,0.0004,0.0,0.0
245,8.17,1,0.0,0.0716,0.0339,0.098,0.0099,0.0232,0.0,0.0,0.0,0.1396,0.0271,0.049,0.0338,0.015,0.2098,0.2211,0.0149,0.1825,0.2069,0.4222,0.5048,0.0039,0.0131,0.0001,0.0007,0.003,0.0,0.001,0.4873,0.0589,0.0,0.0,0.0009,0.0186,0.0001,0.0001,0.174,0.0775,0.009,0.0003,0.0047,0.0079,0.0119,0.0073,0.0114,0.0091,0.0002,0.001,0.0002,0.0001,0.0,0.0
250,8.33,1,0.0,0.0697,0.0267,0.094,0.0129,0.0298,0.0,0.0,0.0,0.1028,0.0191,0.0575,0.044,0.0123,0.2632,0.2783,0.0097,0.1521,0.1656,0.3999,0.3412,0.0058,0.0179,0.0001,0.0004,0.0017,0.0,0.0006,0.2121,0.0386,0.0,0.0,0.0009,0.0095,0.0001,0.0001,0.1656,0.0856,0.0076,0.0005,0.003,0.0043,0.0146,0.0113,0.0175,0.0165,0.0005,0.0013,0.0002,0.0002,0.0,0.0
255,8.5,1,0.0,0.0309,0.0149,0.107,0.0261,0.0478,0.0001,0.0,0.0,0.0555,0.0098,0.0602,0.0504,0.0126,0.2638,0.3043,0.0072,0.1449,0.1589,0.3744,0.2548,0.0119,0.0407,0.0003,0.0017,0.1501,0.0005,0.0126,0.1221,0.0423,0.0,0.0,0.0535,0.0061,0.0091,0.0109,0.0357,0.0197,0.0574,0.0011,0.0046,0.0822,0.0002,0.0086,0.0013,0.0014,0.0001,0.0001,0.0038,0.0032,0.0,0.0
260,8.67,1,0.0,0.0398,0.0142,0.1114,0.0251,0.0433,0.0,0.0,0.0,0.6193,0.4031,0.622,0.6588,0.0433,0.1742,0.1714,0.0164,0.0069,0.0081,0.4707,0.5387,0.0008,0.0007,0.0001,0.0086,0.1816,0.0007,0.0403,0.0565,0.0318,0.0,0.0,0.1028,0.0054,0.0016,0.0025,0.0075,0.0022,0.8775,0.0086,0.0128,0.3023,0.0002,0.0015,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0
265,8.83,1,0.0,0.0246,0.0194,0.1169,0.0495,0.0381,0.0001,0.0,0.0,0.2394,0.1028,0.2846,0.2546,0.0041,0.4094,0.3486,0.0082,0.0273,0.0289,0.282,0.418,0.0029,0.004,0.0002,0.0018,0.0829,0.0002,0.0022,0.0053,0.0116,0.0,0.0,0.0159,0.001,0.0176,0.013,0.0693,0.1048,0.0061,0.0019,0.0115,0.0511,0.0041,0.0981,0.0019,0.0022,0.0004,0.0006,0.0507,0.0727,0.0,0.0
270,9.0,1,0.0,0.0343,0.0201,0.1017,0.038,0.0394,0.0001,0.0,0.0,0.1203,0.0323,0.1607,0.1446,0.006,0.4048,0.3833,0.0047,0.0494,0.0566,0.3161,0.2646,0.0062,0.0147,0.0007,0.0003,0.0272,0.0004,0.0008,0.0055,0.0112,0.0003,0.0002,0.0141,0.0003,0.1167,0.0928,0.0708,0.0498,0.0029,0.0018,0.0056,0.0141,0.0036,0.0678,0.0228,0.0193,0.005,0.0008,0.5446,0.673,0.0,0.0
275,9.17,1,0.0,0.0299,0.0191,0.0936,0.0445,0.0429,0.0002,0.0,0.0,0.1089,0.0362,0.1368,0.1211,0.0067,0.3986,0.379,0.0047,0.0602,0.0702,0.3659,0.2766,0.0068,0.0143,0.0009,0.0002,0.0199,0.0005,0.0006,0.009,0.0131,0.0003,0.0002,0.0123,0.0002,0.0708,0.082,0.1118,0.0525,0.0023,0.0025,0.0038,0.0114,0.0024,0.0612,0.1442,0.095,0.0111,0.0018,0.5734,0.5803,0.0,0.0
280,9.33,1,0.0,0.0077,0.0031,0.2659,0.1015,0.1352,0.0,0.0,0.0,0.1059,0.0206,0.1046,0.0838,0.0036,0.4847,0.4362,0.0047,0.0754,0.09,0.3003,0.2204,0.0051,0.0196,0.0001,0.0002,0.0045,0.0001,0.0003,0.0216,0.0086,0.0004,0.0004,0.0019,0.002,0.0017,0.0019,0.225,0.0889,0.0011,0.0006,0.0075,0.0054,0.0381,0.2064,0.0434,0.0267,0.0038,0.0024,0.1311,0.0977,0.0,0.0
285,9.5,1,0.0,0.0113,0.0065,0.2194,0.0876,0.1218,0.0,0.0,0.0,0.0864,0.0167,0.1152,0.1016,0.0032,0.4743,0.4459,0.006,0.0668,0.0745,0.227,0.1345,0.0085,0.0241,0.0001,0.0004,0.003,0.0001,0.0006,0.0457,0.0039,0.0,0.0,0.0046,0.0178,0.0002,0.0002,0.0912,0.0176,0.0344,0.0003,0.0023,0.0088,0.003,0.01,0.0021,0.0013,0.0003,0.0005,0.0008,0.0004,0.0,0.0
290,9.67,1,0.0,0.0239,0.01,0.1409,0.0685,0.098,0.0,0.0,0.0,0.0877,0.0185,0.1908,0.1627,0.0025,0.5072,0.4588,0.0061,0.0377,0.0412,0.1958,0.1353,0.0077,0.0221,0.0,0.0004,0.0014,0.0,0.0002,0.0534,0.0068,0.0001,0.0001,0.0006,0.0137,0.0001,0.0001,0.2416,0.0596,0.0035,0.0002,0.0044,0.0033,0.0639,0.0578,0.0139,0.008,0.0015,0.0011,0.0031,0.0025,0.0,0.0
295,9.83,1,0.0,0.0093,0.0058,0.2391,0.0827,0.0801,0.0001,0.0,0.0,0.0406,0.0147,0.1521,0.1283,0.0069,0.3999,0.3875,0.0043,0.0504,0.0596,0.1666,0.1826,0.0131,0.036,0.0003,0.0007,0.017,0.0001,0.0011,0.0339,0.0405,0.0,0.0,0.0073,0.0032,0.0081,0.0051,0.1315,0.1427,0.003,0.0003,0.0051,0.0125,0.0028,0.0392,0.329,0.273,0.0036,0.0015,0.034,0.0424,0.0,0.0
300,10.0,1,0.0,0.0198,0.0083,0.2416,0.0371,0.0641,0.0001,0.0,0.0,0.0706,0.0154,0.1714,0.1554,0.0077,0.3105,0.278,0.0093,0.0441,0.0522,0.2542,0.1146,0.0086,0.0282,0.0003,0.0004,0.0186,0.0001,0.0012,0.0493,0.0295,0.0001,0.0001,0.0046,0.0011,0.0056,0.0055,0.2381,0.1871,0.0011,0.0013,0.0081,0.0152,0.0086,0.0856,0.0512,0.0484,0.0016,0.0022,0.106,0.1099,0.0,0.0
305,10.17,1,0.0,0.0104,0.0076,0.1808,0.0842,0.0795,0.0001,0.0,0.0,0.0475,0.013,0.0951,0.0848,0.0102,0.3001,0.2929,0.0072,0.0804,0.0956,0.2217,0.1427,0.0113,0.0343,0.0002,0.0002,0.0115,0.0002,0.0008,0.0353,0.0323,0.0001,0.0001,0.0026,0.001,0.0046,0.0044,0.2512,0.2154,0.001,0.0013,0.0088,0.0152,0.0134,0.0826,0.1413,0.1322,0.0029,0.0033,0.103,0.1402,0.0,0.0
310,10.33,1,0.0,0.0084,0.0075,0.2042,0.1097,0.0751,0.0001,0.0,0.0,0.045,0.01,0.0993,0.0823,0.0082,0.3317,0.3155,0.0071,0.0792,0.0971,0.2144,0.179,0.0114,0.0432,0.0002,0.0002,0.0125,0.0002,0.0009,0.0175,0.0114,0.0,0.0,0.005,0.0018,0.0034,0.0032,0.1121,0.0879,0.0031,0.0006,0.004,0.0124,0.0042,0.062,0.3525,0.3145,0.0052,0.0056,0.0391,0.0514,0.0,0.0
315,10.5,1,0.0,0.0221,0.0125,0.1209,0.0597,0.0926,0.0,0.0,0.0,0.0538,0.0117,0.0867,0.0833,0.0083,0.3192,0.3288,0.0083,0.0885,0.1,0.2279,0.154,0.0121,0.036,0.0,0.0018,0.0169,0.0001,0.008,0.0437,0.0045,0.0,0.0,0.0039,0.0228,0.0001,0.0001,0.0276,0.005,0.297,0.0006,0.0116,0.0507,0.0025,0.0025,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0
320,10.67,1,0.0,0.0164,0.0087,0.1246,0.0834,0.1149,0.0,0.0,0.0,0.0595,0.011,0.2781,0.2661,0.0046,0.43,0.4233,0.0045,0.0207,0.0235,0.0936,0.0547,0.0108,0.0403,0.0,0.0005,0.0029,0.0001,0.0007,0.0176,0.0023,0.0,0.0,0.0014,0.0027,0.0001,0.0001,0.1088,0.0166,0.0565,0.0025,0.0079,0.0084,0.0185,0.0153,0.0005,0.0003,0.0003,0.0006,0.0002,0.0001,0.0,0.0
325,10.83,1,0.0,0.0094,0.0038,0.2516,0.1025,0.1334,0.0,0.0,0.0,0.1069,0.0167,0.2743,0.2517,0.0035,0.4948,0.474,0.0039,0.0216,0.0267,0.1181,0.0998,0.006,0.0302,0.0,0.0005,0.0023,0.0,0.0005,0.0248,0.0038,0.0,0.0,0.0015,0.0048,0.0001,0.0001,0.2052,0.0512,0.0133,0.0011,0.0057,0.0071,0.0208,0.0286,0.0035,0.0023,0.0006,0.001,0.0008,0.0005,0.0,0.0
330,11.0,1,0.0,0.0161,0.0064,0.2143,0.0621,0.0857,0.0,0.0,0.0,0.0871,0.0193,0.2555,0.2342,0.0066,0.3652,0.3333,0.0083,0.0279,0.0333,0.1193,0.1183,0.0072,0.0324,0.0002,0.0004,0.0019,0.0,0.0002,0.0961,0.009,0.0021,0.0044,0.001,0.0024,0.0012,0.0008,0.5439,0.298,0.0005,0.0002,0.0133,0.0037,0.0264,0.0341,0.1075,0.0764,0.0086,0.0223,0.0015,0.0017,0.0,0.0
335,11.17,1,0.0,0.0374,0.0154,0.1439,0.0407,0.0509,0.0,0.0,0.0,0.0649,0.0141,0.1727,0.1509,0.0075,0.3566,0.3399,0.0072,0.0425,0.0518,0.1258,0.1372,0.0083,0.0344,0.0,0.0003,0.0016,0.0,0.0004,0.0415,0.007,0.0002,0.0004,0.0003,0.009,0.0001,0.0,0.306,0.1866,0.001,0.0002,0.008,0.0041,0.0805,0.022,0.0289,0.0263,0.003,0.0085,0.0003,0.0003,0.0,0.0
340,11.33,1,0.0,0.0346,0.017,0.1436,0.0386,0.0446,0.0,0.0,0.0,0.0369,0.0075,0.0914,0.0779,0.0088,0.3219,0.3154,0.0069,0.086,0.0993,0.1579,0.122,0.0129,0.049,0.0001,0.0003,0.0038,0.0001,0.0007,0.0104,0.006,0.0001,0.0001,0.0028,0.0029,0.0009,0.0008,0.0975,0.0695,0.0043,0.0004,0.0022,0.0026,0.0026,0.0239,0.0569,0.058,0.0068,0.0053,0.0013,0.0018,0.0,0.0
345,11.5,1,0.0,0.0676,0.0338,0.0798,0.0238,0.0316,0.0,0.0,0.0,0.0778,0.0169,0.0868,0.0669,0.0057,0.4193,0.4202,0.0044,0.093,0.106,0.2023,0.2012,0.0077,0.0212,0.0001,0.0003,0.0017,0.0,0.0005,0.0631,0.0094,0.0,0.0,0.001,0.0055,0.0001,0.0001,0.2862,0.0796,0.0048,0.0005,0.0031,0.0038,0.0103,0.0121,0.0341,0.0207,0.0032,0.0016,0.0002,0.0002,0.0,0.0
350,11.67,1,0.0,0.0568,0.0215,0.1051,0.0284,0.0474,0.0,0.0,0.0,0.0857,0.0196,0.0903,0.0708,0.0074,0.3486,0.3511,0.0073,0.0928,0.1055,0.2394,0.2367,0.0065,0.0187,0.0001,0.0003,0.0015,0.0,0.0004,0.1295,0.0189,0.0,0.0,0.0005,0.0121,0.0001,0.0001,0.2471,0.1178,0.0043,0.0002,0.0037,0.0064,0.0157,0.0114,0.1504,0.1043,0.0019,0.0032,0.0004,0.0004,0.0,0.0
355,11.83,1,0.0,0.0519,0.0213,0.0968,0.0297,0.0465,0.0,0.0,0.0,0.0943,0.0247,0.083,0.0669,0.0091,0.3362,0.3505,0.0065,0.1012,0.1122,0.2726,0.2544,0.0063,0.0149,0.0001,0.0002,0.0018,0.0,0.0005,0.1271,0.0165,0.0,0.0,0.0007,0.0099,0.0001,0.0001,0.2332,0.1085,0.0043,0.0003,0.0035,0.0066,0.0118,0.0104,0.1069,0.0788,0.0014,0.0036,0.0004,0.0004,0.0,0.0
360,12.0,1,0.0,0.0491,0.0243,0.1066,0.028,0.0372,0.0,0.0,0.0,0.094,0.0247,0.0771,0.0642,0.0108,0.2882,0.3018,0.0081,0.1079,0.1149,0.3132,0.249,0.0067,0.014,0.0001,0.0003,0.0024,0.0,0.0009,0.0652,0.0142,0.0,0.0,0.0016,0.0067,0.0002,0.0001,0.155,0.072,0.0082,0.0004,0.0027,0.0039,0.0055,0.0114,0.0816,0.0666,0.0018,0.0021,0.0005,0.0006,0.0,0.0
365,12.17,1,0.0,0.0474,0.0204,0.1015,0.0265,0.0441,0.0001,0.0,0.0,0.055,0.0163,0.1107,0.105,0.0094,0.3082,0.2982,0.008,0.0723,0.078,0.2853,0.1481,0.0109,0.0267,0.0004,0.0013,0.0587,0.0001,0.004,0.009,0.0147,0.0,0.0,0.0083,0.004,0.0111,0.0088,0.0644,0.0938,0.0033,0.0002,0.0041,0.0171,0.0009,0.0238,0.2591,0.2809,0.0067,0.0036,0.021,0.0456,0.0,0.0
370,12.33,1,0.0,0.0561,0.0207,0.0701,0.0325,0.0554,0.0002,0.0,0.0,0.0627,0.0182,0.116,0.1188,0.008,0.3288,0.3012,0.0084,0.0691,0.0715,0.2774,0.1559,0.0107,0.0249,0.0006,0.0009,0.0994,0.0003,0.0032,0.0023,0.005,0.0001,0.0001,0.0141,0.0031,0.0457,0.0344,0.0302,0.0668,0.0041,0.0001,0.0052,0.0218,0.0007,0.024,0.4952,0.5328,0.0311,0.0176,0.0757,0.1354,0.0,0.0
375,12.5,1,0.0,0.0589,0.0228,0.0848,0.0291,0.0553,0.0002,0.0,0.0,0.064,0.0189,0.1427,0.1461,0.0085,0.3357,0.3056,0.0082,0.0562,0.0571,0.2539,0.1446,0.0107,0.0264,0.0007,0.0006,0.0456,0.0002,0.0012,0.0022,0.0037,0.0004,0.0003,0.006,0.0046,0.0403,0.0313,0.0391,0.0934,0.0013,0.0,0.0081,0.0282,0.0012,0.023,0.5183,0.5636,0.0708,0.0485,0.0892,0.1337,0.0,0.0
380,12.67,1,0.0,0.0327,0.0137,0.1249,0.0381,0.064,0.0001,0.0,0.0,0.0625,0.0204,0.2223,0.2055,0.0033,0.538,0.4985,0.0031,0.0328,0.0355,0.1286,0.1156,0.0102,0.0302,0.0004,0.0002,0.0073,0.0002,0.0002,0.0066,0.0128,0.0006,0.0005,0.0053,0.0007,0.0192,0.0183,0.1075,0.0734,0.0017,0.0008,0.0036,0.006,0.0055,0.1054,0.0757,0.0654,0.0099,0.002,0.3175,0.3681,0.0,0.0
385,12.83,1,0.0,0.0067,0.0048,0.213,0.1416,0.1573,0.0,0.0,0.0,0.0718,0.0186,0.1048,0.097,0.0019,0.5706,0.5498,0.0042,0.071,0.0756,0.2172,0.1399,0.0091,0.0248,0.0001,0.0002,0.0024,0.0002,0.0003,0.0514,0.0039,0.0,0.0,0.0031,0.0033,0.0002,0.0003,0.1129,0.0137,0.0325,0.0018,0.004,0.0079,0.0077,0.0263,0.0016,0.0009,0.0002,0.0009,0.0008,0.0004,0.0,0.0
390,13.0,1,0.0,0.0053,0.0023,0.356,0.1401,0.1749,0.0,0.0,0.0,0.0557,0.0095,0.0573,0.0448,0.0013,0.6543,0.6155,0.0025,0.1207,0.1349,0.1704,0.179,0.0095,0.0385,0.0001,0.0002,0.0065,0.0002,0.0004,0.0117,0.0144,0.0003,0.0002,0.0013,0.0042,0.0007,0.0004,0.2293,0.1128,0.0012,0.0004,0.0173,0.0187,0.0165,0.0335,0.0054,0.003,0.0038,0.0004,0.0005,0.0005,0.0,0.0
395,13.17,1,0.0,0.0188,0.0084,0.1977,0.0722,0.1017,0.0,0.0,0.0,0.0947,0.0146,0.0485,0.0366,0.0013,0.6181,0.5751,0.0038,0.151,0.1597,0.2639,0.2004,0.0058,0.0232,0.0001,0.0002,0.0042,0.0003,0.0004,0.0203,0.0029,0.0,0.0001,0.0027,0.0035,0.0004,0.0006,0.1666,0.0219,0.0087,0.0007,0.0051,0.011,0.0039,0.014,0.0021,0.0009,0.0013,0.0007,0.0003,0.0001,0.0,0.0
400,13.33,1,0.0,0.0057,0.0031,0.2954,0.1327,0.1457,0.0,0.0,0.0,0.0725,0.0177,0.0406,0.0302,0.0016,0.6166,0.5797,0.0035,0.1808,0.1909,0.1919,0.3497,0.0071,0.0219,0.0001,0.0003,0.0074,0.0003,0.0008,0.0209,0.0038,0.0,0.0,0.003,0.0123,0.0008,0.0009,0.085,0.0242,0.0107,0.0002,0.0057,0.0154,0.0017,0.0064,0.0018,0.001,0.0008,0.0008,0.0002,0.0001,0.0,0.0
405,13.5,1,0.0,0.0176,0.0085,0.1607,0.0582,0.0944,0.0001,0.0,0.0,0.1314,0.0569,0.0574,0.0499,0.0015,0.6749,0.6305,0.0026,0.1396,0.1472,0.47,0.5375,0.0045,0.0068,0.0005,0.0002,0.0396,0.0009,0.0025,0.0444,0.0133,0.0,0.0,0.0051,0.0037,0.0067,0.0093,0.237,0.0966,0.0012,0.0002,0.0064,0.0303,0.0007,0.0099,0.1222,0.0801,0.0051,0.0024,0.0026,0.0029,0.0,0.0
410,13.67,1,0.0,0.0654,0.0328,0.0721,0.025,0.0367,0.0,0.0,0.0,0.5949,0.36,0.46,0.4525,0.0093,0.3072,0.279,0.0191,0.0152,0.0201,0.3687,0.5409,0.0006,0.0009,0.0001,0.0001,0.0023,0.0002,0.0005,0.0449,0.0063,0.0001,0.0001,0.0006,0.0026,0.0002,0.0003,0.2955,0.075,0.0022,0.0006,0.0049,0.0061,0.0079,0.0115,0.0547,0.0351,0.0059,0.0058,0.0004,0.0003,0.0,0.0
415,13.83,1,0.0,0.021,0.0131,0.1242,0.0614,0.0765,0.0,0.0,0.0,0.234,0.0776,0.1611,0.1483,0.0017,0.5808,0.5193,0.0049,0.0534,0.0527,0.4613,0.4184,0.0026,0.0051,0.0003,0.0005,0.0135,0.0003,0.0005,0.03,0.0066,0.0,0.0,0.0159,0.0011,0.0037,0.0071,0.094,0.0168,0.0104,0.0014,0.0022,0.0059,0.0018,0.0638,0.0093,0.006,0.001,0.0008,0.0142,0.0137,0.0,0.0
420,14.0,1,0.0,0.0556,0.0272,0.0882,0.0217,0.0326,0.0,0.0,0.0,0.1167,0.053,0.1414,0.1295,0.0407,0.084,0.0949,0.0476,0.0594,0.0736,0.3039,0.3759,0.0064,0.0091,0.0,0.0023,0.0059,0.0,0.0019,0.0168,0.0097,0.0,0.0,0.0019,0.0094,0.0001,0.0001,0.0309,0.0173,0.1565,0.0008,0.0217,0.0196,0.0319,0.0119,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0,0.0
425,14.17,1,0.0,0.027,0.0173,0.1421,0.0322,0.0262,0.0,0.0,0.0,0.0899,0.0355,0.1847,0.159,0.0572,0.0756,0.0626,0.0549,0.0428,0.0546,0.2943,0.2573,0.0076,0.0113,0.0002,0.0015,0.0239,0.0001,0.0026,0.0101,0.0143,0.0002,0.0002,0.0024,0.0018,0.0021,0.0018,0.1234,0.2242,0.0008,0.0002,0.0151,0.0171,0.0056,0.0238,0.011,0.0161,0.0016,0.0031,0.003,0.005,0.0,0.0
430,14.33,1,0.0,0.0397,0.018,0.1101,0.0348,0.038,0.0001,0.0,0.0,0.1301,0.0302,0.5159,0.4874,0.2581,0.0156,0.0177,0.2219,0.0109,0.0104,0.1594,0.0735,0.0087,0.0149,0.0004,0.0043,0.0127,0.0,0.0011,0.0115,0.0433,0.0,0.0,0.0472,0.0008,0.0299,0.0145,0.0761,0.0917,0.0125,0.0018,0.0069,0.0211,0.0048,0.0595,0.0108,0.009,0.0018,0.0001,0.417,0.4856,0.0,0.0
435,14.5,1,0.0,0.0336,0.0173,0.0872,0.0635,0.0226,0.0001,0.0,0.0,0.1521,0.0301,0.5031,0.5092,0.2717,0.0175,0.0205,0.2325,0.0118,0.0132,0.094,0.1572,0.0062,0.0212,0.0006,0.0075,0.0242,0.0,0.0014,0.0115,0.0334,0.0001,0.0001,0.0214,0.0002,0.0534,0.0392,0.1039,0.0515,0.0046,0.0047,0.0069,0.0257,0.0026,0.0299,0.019,0.01,0.0081,0.0002,0.3198,0.3297,0.0,0.0
440,14.67,1,0.0,0.089,0.0372,0.0413,0.0217,0.0188,0.0004,0.0,0.0,0.0915,0.0215,0.4558,0.4389,0.508,0.0059,0.0061,0.4705,0.014,0.0131,0.1444,0.0715,0.0102,0.0255,0.0017,0.0265,0.2286,0.0001,0.0099,0.0276,0.02,0.0001,0.0001,0.0477,0.0002,0.0723,0.1136,0.1525,0.1092,0.0012,0.0012,0.0081,0.0713,0.0008,0.0151,0.2638,0.2864,0.003,0.0066,0.0744,0.0999,0.0,0.0
445,14.83,1,0.0,0.0355,0.0394,0.0622,0.0549,0.0252,0.0,0.0,0.0,0.0794,0.0151,0.3757,0.3728,0.4791,0.0049,0.0082,0.4333,0.0163,0.0176,0.1349,0.0867,0.0135,0.0267,0.0001,0.0299,0.0821,0.0001,0.0065,0.0579,0.0068,0.0,0.0,0.1714,0.0416,0.0026,0.0026,0.0114,0.0073,0.4667,0.0001,0.042,0.106,0.0025,0.0135,0.0001,0.0001,0.0,0.0,0.0013,0.0009,0.0,0.0
450,15.0,1,0.0,0.0272,0.0229,0.1194,0.0376,0.0245,0.0,0.0,0.0,0.0827,0.0307,0.301,0.295,0.4427,0.0065,0.0079,0.3853,0.0233,0.023,0.2793,0.2123,0.0096,0.014,0.0001,0.0154,0.0475,0.0,0.0086,0.0198,0.004,0.0,0.0,0.0098,0.0017,0.0012,0.0013,0.0773,0.0298,0.0124,0.0008,0.0226,0.0545,0.0043,0.0142,0.0014,0.0008,0.0006,0.0002,0.0019,0.0019,0.0,0.0
455,15.17,1,0.0,0.074,0.0357,0.0662,0.0159,0.0193,0.0001,0.0,0.0,0.0924,0.0339,0.372,0.3568,0.3827,0.0088,0.0095,0.3428,0.0177,0.0161,0.1905,0.1162,0.0102,0.0132,0.0002,0.0074,0.0335,0.0,0.0014,0.0457,0.0219,0.0,0.0,0.035,0.001,0.0094,0.0096,0.1129,0.0431,0.0145,0.0021,0.0141,0.042,0.0039,0.0468,0.0038,0.0018,0.0014,0.0001,0.032,0.0347,0.0,0.0
460,15.33,1,0.0,0.0295,0.0192,0.0394,0.0514,0.0462,0.0001,0.0,0.0,0.0591,0.0224,0.4387,0.4243,0.3324,0.0104,0.0126,0.3215,0.0177,0.0122,0.1839,0.0839,0.0222,0.0179,0.0001,0.0663,0.19,0.0001,0.007,0.0537,0.0319,0.0,0.0,0.2518,0.0389,0.0061,0.0047,0.0105,0.0069,0.5399,0.0001,0.032,0.1543,0.0039,0.0286,0.0001,0.0001,0.0001,0.0,0.0183,0.0216,0.0,0.0
465,15.5,1,0.0,0.0847,0.0494,0.0459,0.0179,0.0149,0.0001,0.0,0.0,0.0664,0.0283,0.2752,0.2583,0.3834,0.0086,0.0082,0.3623,0.0253,0.0259,0.181,0.1281,0.0107,0.0166,0.0003,0.0043,0.0065,0.0,0.0006,0.0568,0.0301,0.0001,0.0001,0.0033,0.0025,0.002,0.0026,0.2756,0.2845,0.0011,0.0002,0.0075,0.0063,0.0134,0.0451,0.0926,0.0877,0.0018,0.0033,0.0324,0.0499,0.0,0.0
470,15.67,1,0.0,0.0776,0.0396,0.0478,0.0306,0.0246,0.0001,0.0,0.0,0.1036,0.0341,0.3235,0.2966,0.3395,0.0109,0.0109,0.3143,0.0212,0.0237,0.1539,0.1443,0.0077,0.0167,0.0003,0.0015,0.0058,0.0,0.0004,0.0179,0.0176,0.001,0.0011,0.002,0.001,0.0031,0.0035,0.327,0.3669,0.0005,0.0003,0.014,0.0089,0.0251,0.061,0.3144,0.3112,0.0089,0.0137,0.059,0.0963,0.0,0.0
475,15.83,1,0.0,0.0787,0.0359,0.0671,0.0198,0.0209,0.0001,0.0,0.0,0.0837,0.0352,0.2432,0.2215,0.2789,0.013,0.0171,0.2522,0.0333,0.0339,0.2209,0.1564,0.0113,0.014,0.0004,0.0018,0.0076,0.0,0.0005,0.0334,0.0203,0.0001,0.0001,0.0038,0.0011,0.0034,0.0048,0.2035,0.1766,0.0022,0.0005,0.0066,0.0113,0.0039,0.0184,0.4793,0.418,0.0043,0.0064,0.0125,0.0165,0.0,0.0
480,16.0,1,0.0,0.0603,0.0323,0.0987,0.0235,0.0183,0.0,0.0,0.0,0.0422,0.0165,0.1679,0.1569,0.2682,0.0145,0.0136,0.2671,0.0478,0.053,0.1741,0.1215,0.0174,0.0304,0.0002,0.0014,0.0029,0.0,0.0002,0.0268,0.015,0.0002,0.0002,0.001,0.0015,0.0007,0.0009,0.2308,0.2172,0.0013,0.0004,0.0106,0.0098,0.0161,0.0197,0.5093,0.4637,0.0052,0.0111,0.0052,0.0067,0.0,0.0
485,16.17,1,0.0,0.0381,0.0214,0.1447,0.0253,0.0249,0.0001,0.0,0.0,0.0427,0.0124,0.1107,0.0984,0.2654,0.0158,0.0136,0.2591,0.0792,0.0914,0.2328,0.1312,0.0161,0.0361,0.0003,0.0025,0.0113,0.0,0.0008,0.0221,0.0082,0.0,0.0,0.0058,0.0019,0.0036,0.0055,0.0944,0.0793,0.0052,0.0003,0.007,0.0151,0.0039,0.0203,0.5826,0.5126,0.002,0.0042,0.0233,0.0251,0.0,0.0
